Paper_ID,Assigned_to,Title,Lead_author,Year,Journal,Time_of_Year,Spatial_scale,Country,Continent,Taxonomic_scope,Species,Taxonomic_group,Quarry_Species,Comparison,Disturbance_Type,Disturbance_Specific,Response_Type,Response_Specific,Effect_YN,Effect_PNN,FID_Distance,Synopsis,Notes,Paper_Retained
D163,Liam,The impact of disturbance on the behaviour and energy budgets of Brent geese Branta-b-bernicla,"Riddington, R.",1996,Bird Study,Overwinter,Regional,UK,Europe,single-species,Branta bernicla ,Geese,No,NA,Recreational,Walking,Behavioural,Movement,Yes,NA,,"Studied disturbance factors which caused Brent Geese on the North Norfolk coast to take flight. Patterns of activity and undisturbed flight were also quantified to derive energy budgets. Disturbance events defined as 75% of flock become alert shortly followed by all/part of the flock taking flight. For each disturbance, recorded flock size, number disturbed, number disturbed, nature of response (returned/left completely), disturbance source - humans (with/without dogs), vehicles/boats, aircraft, gunfire and unknown and duration of flight. Goose minutes per flight - n birds x duration. Analysed mean duration of flight per event caused by each source - represents energy expenditure. Also calculated diurnal activity budgets and multiplied this to calculate daily energy expenditure using figures from the literature. Pedestrians were the most frequent disturbance source (31.9%). Flight duration in response to pedestrians was significantly lower for pedestrians than for gunshots. Goose minutes in flight, which combines frequency and magnitude of events, was higher for pedestrians than gunshots. ",,Yes
D163,Liam,The impact of disturbance on the behaviour and energy budgets of Brent geese Branta-b-bernicla,"Riddington, R.",1996,Bird Study,Overwinter,Regional,UK,Europe,single-species,Branta bernicla ,Geese,No,NA,Wildfowling,Shooting,Behavioural,Movement,Yes,NA,,"Flight duration in response to pedestrians was significantly lower for pedestrians than for gunshots. Goose minutes in flight, which combines frequency and magnitude of events, was higher for pedestrians than gunshots. ",,Yes
D163,Liam,The impact of disturbance on the behaviour and energy budgets of Brent geese Branta-b-bernicla,"Riddington, R.",1996,Bird Study,Overwinter,Regional,UK,Europe,single-species,Branta bernicla ,Geese,No,NA,Recreational,Walking,Physiological,TEB,Yes,Negative,,"When geese were foraging on pastures - compared energy budgets on high (> 80 secs per hour) and low disturbance days. Geese spent less time feeding and roosting on high disturbance days and more time in vigilant behaviour and preening. Also spent more time in flight on high disturbance days. In pastures, where an average of 68.9% of flight results from disturbance, there was an increase in hourly energy expenditure (HEE) from 33.8 - 37.5 J/h (10.9%) - would need to spend an extra 9-11 minutes per day feedig on pastures to account for this. On saltmarsh - effects of disturbance on energy expenditure is negligible - only 2.5% of flight on average due to disturbance - responsible for 0.013j/h difference in energy expenditure. Disturbance impacts habitat specific!","Disturbance from all sources lumped together for TABs/TEBs - on pastures - pedestrians most frequent but also includes shooting, aircraft and natural predators. ",Yes
D164,Liam,Buffer-zone distances to protect foraging and loafing waterbirds from disturbance by personal watercraft and outboard-powered boats,"Rodgers, JA.",2002,Conservation Biology,,,,,,,,,,,,,,,,,,FID of various species recorded in response to an airboat at several wetlands in Florida. Mostly herons and raptors - Mottled Duck only relevant species. Just recorded FID and modeled in relation to body size across all species. Also conducted between April-August - during breeding season - not relevant - remove. ,No
D165,Liam,Thinking Like a Duck: Fall Lake Use and Movement Patterns of Juvenile Ring-Necked Ducks before Migration,"Roy, CL.",2014,PLoS One,Post-fledging,Regional,USA,North America,single-species,Aythya collaris,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Habitat selection,No,Neutral,,Used satellite-tagging to assess fall habitat use of post-fledging Ring-necked ducks in Minnesota. Found they increased selection for staging areas and lakes with low potential disturbance (no houses or boat launches) and big lakes where they could sit undisturbed throughout fall. These changes began before the start of the hunting season and did not abruptly change following it's onset. Not taken as evidence for lack of anthropogenic disturbance avoidance - recreational disturbance not directly measured. Weak evidence that hunting did not influence patterns of habitat selection.,Hunting not directly measured other than open/closed season - relatively weak evidence of neutral impact. ,Yes
D166,Liam,Refuge Use by Hatching-Year Ring-Necked Ducks: An Individual-Based Telemetry Approach,"Roy, CL.",2014,Journal of Wildlife Management,Post-fledging,Regional,USA,North America,single-species,Aythya collaris,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Habitat selection,Yes,Negative,,"Used radio-telemetry to assess refuge use by 1CY Ring-necked Ducks in Minnesota during the post-fledging period. Movements on and off refuges coincided with sunrise and sunset which mirrors hunting hours and refuge use was greater during the day than at night. Moreover, refuge use was greater on weekends during the hunting season than before the hunting season opened. This suggests  hunting is shaping the habitat selection of Ring-necked Ducks in terms of refuge use in order to avoid disturbance. ",Hard to quantify this as negative neutral/positive. ,Yes
D167,Liam,"Winter microhabitat distribution of coots (Fulica atra L.1758) on gravel-pit wetlands in the Garonne river floodplain, Southwest France","Santoul, F.",2004,Belgian Journal of Zoology,Overwinter,Regional,France,Europe,single-species,Fulica atra,Duck,No,NA,Recreational,Walking,Behavioural,Habitat selection,,Neutral,,"Examined overwinter microhabitat selection of coots at three unmanaged gravel pits in France where shooting and fishing were banned as a function of different habitat variables. Human disturbance quantified as presence/absence of a path. Coots did not strongly avoid or select for microhabitats with human disturbance. Open water, abundance of macrophytes and presence of lawn on the banks were the most important factors influencing Coot distribution. Weak evidence of netural effects of disturbance on coots. ","Human disturbance not directly measured - path presence/absence a weak proxy, especially as gravel pits banned angling and wildfowling. Perhaps remove?",No
D168,Liam,Effects of disturbance on activity and energy budgets of migrating waterbirds in south-central Oklahoma,"Schummer, ML.",2003,Journal of Wildlife Management,Migration,Regional,USA,North America,multi-species,Anas discors,Duck,No,NA,Recreational,Boating,Behavioural,TAB,Yes,NA,,"Examined the effect of recreational disturbance on the activity and energy budgets of migratory waterfowl at Tishomingo NWR in Oklahoma. Observed 5 species - american coot, white pelican, black terns, franklin's gull and BWT - recorded 240 disturbances in 477 hours - 86.7% recreational. Used scan samples of single species flocks to determine diurnal activity budgets - calculated to nearest min and expressed as a percentage. Human disturbance categorised as boat-fishing, shore fishing, non-fishing , land-based vehicles and aircraft. Due to single flock size - TABS not analysed with GLMs. Human disturbances (boat fishing - 5.57 ± 2.41 and shore fishing 1.95 ± 0.24) were longer than natural disturbances (1.60 ± 0.30 min) but not significantly different. A greater proportion of the flock was affected by boating disturbances than natural disturbances. ",Not formally analysed due to single flock present. Just descriptive. ,Yes
D168,Liam,Effects of disturbance on activity and energy budgets of migrating waterbirds in south-central Oklahoma,"Schummer, ML.",2003,Journal of Wildlife Management,Migration,Regional,USA,North America,multi-species,Fulica americana,Rails,No,NA,Recreational,Boating,Behavioural,TAB,Yes,NA,,Recorded 87 disturbances for american coot - 6.7 per flock. Boat and shore fishing caused the majority of disturbances. Duration of disturbance was greatest for shore fishing (3.7 ± 0.6 min) and was significantly longer than natural predators for shore fishing. Shore fishing disturbance caused increases in flight and alertness. ,Hard to classify as positive/neutral/negative,Yes
D168,Liam,Effects of disturbance on activity and energy budgets of migrating waterbirds in south-central Oklahoma,"Schummer, ML.",2003,Journal of Wildlife Management,Migration,Regional,USA,North America,multi-species,Fulica americana,Rails,No,NA,Recreational,Angling,Behavioural,TAB,Yes,NA,,Duration of disturbance was similarly long for boat fishing (3.0 ± 0.5 min). Boat fishing disturbances led to decreases in feeding and increased flight and alertness. ,Not sure whether to lump these as angling? ,Yes
D168,Liam,Effects of disturbance on activity and energy budgets of migrating waterbirds in south-central Oklahoma,"Schummer, ML.",2003,Journal of Wildlife Management,Migration,Regional,USA,North America,multi-species,Fulica americana,Rails,No,NA,Recreational,Walking,Behavioural,TAB,Yes,NA,,Non-fishing activities only increased alertness. ,,Yes
D168,Liam,Effects of disturbance on activity and energy budgets of migrating waterbirds in south-central Oklahoma,"Schummer, ML.",2003,Journal of Wildlife Management,Migration,Regional,USA,North America,multi-species,Fulica americana,Rails,No,NA,Recreational,Boating,Physiological,TEB,Yes,Negative,,Energy expenditure by coots was greater during periods of boat-fishing disturbance. Energetic effects during periods of disturbance were reduced by increased feeding and preening during undisturbed periods resulting in nearly identical mean energy budgets between undisturbed and disturbed periods. However periods of high recreational use resulted in more intense disturbances which increased energy expenditure 9.4% above the estimated 111.40 kcal/day required for normal activities. ,,Yes
D169,Liam,Land Cover Switching in Autumn by Female Mallards in Ohio,"Shirkey, BT.",2020,Journal of Wildlife Management,Migration,Regional,USA,North America,single-species,Anas platyrhyncos,Duck,No,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Habitat selection,Yes,NA,,"Examined land cover switching of GPS-GSM-tagged female Mallards in Autumn in Ohio. Fixes designated as diurnal/nocturnal based on legal hunting hours. Looked at within-day, day-night, within-night and night-day movements. Designated all fixes a lnadcover type including open/closed to hunting and categorised food availability and hunting disturbance as low/mid.high. Built a landcover switching model - binary - switch/not. Most observations in marshes (69%) - switched cover types 18% of the time. Lower probability of switching cover types within day/night. During the second half of the hunting season - relocation distances were greatest for observations starting in flooded agriculture/open water publich (high hunting pressure). Switched cover types least during the non-hunted season and most during the second half of the hunting season. Did not return to normal movements after the 12 day hunting period. Cover type switching most frequent between day and night - suggests they are foraging on resource rich but intensively hunted locations nocturnally to avoid disturbance. ",Hunting disturbance is influencing habitat selection - not clear if there is a negative/neutral/positive effect. ,Yes
D170,Liam,Is it worthwhile scaring geese to alleviate damage to crops? - An experimental study,"Simonsen, CE.",2016,Journal of Applied Ecology,Migration,Regional,Norway,Europe,single-species,Anser brachyrhynchus,Geese,No,NA,Scaring,Non-lethal disturbance,Behavioural,FID,NA,Neutral,,"Experimentally scared staging pink-footed geese at different intensities - 2, 5, 7 or 10 times per day and assessed impacts on behaviour and local abundance. Fleeing response distance and flock size did not show any response to the intentional scaring treatments. Also no evidence of habituation - geese allowing closer approach throughout the course of the study. ",,Yes
D170,Liam,Is it worthwhile scaring geese to alleviate damage to crops? - An experimental study,"Simonsen, CE.",2016,Journal of Applied Ecology,Migration,Regional,Norway,Europe,single-species,Anser brachyrhynchus,Geese,No,NA,Scaring,Non-lethal disturbance,Behavioural,Habitat selection,Yes,Negative,,"Site selection of geese measured by cumulative field dropping densities increased at different rates depending on scaring dose. Dose 2 had no effect but doeses 5,7 and 10 showed 74-78% fewer droppings by the end of the study period suggesting a dose-response relationship between field use of flocking geese. ",,Yes
D171,Liam,Effect of Weekly Hunting Frequency on Duck Abundances in Mississippi Wildlife Management Areas,"St James, EA.",2013,Journal of Fish and Wildlife Management,Overwinter,Regional,USA,North America,multi-species,Multiple,Duck,Yes,NA,Wildfowling,Shooting,Site,Local abundance,No,Neutral,,Assessed the effect of hunting frequency on duck abundance in the hunted portions of three WMAs in Mississippi. Divided hunted portions into two treatements - 2 days/week and 4 days/week hunting. Abundance of all ducks were not different between weekly hunting treatements. Sanctuary use increased c30% during the first 1.25h after sunlight regardless of the presence/absence of hunting disturbance. ,,Yes
D171,Liam,Effect of Weekly Hunting Frequency on Duck Abundances in Mississippi Wildlife Management Areas,"St James, EA.",2013,Journal of Fish and Wildlife Management,Overwinter,Regional,USA,North America,multi-species,Anas platyrhyncos,Duck,Yes,NA,Wildfowling,Shooting,Site,Local abundance,No,Neutral,,Abundance of mallards did not differ between hunting frequencies. ,,Yes
D171,Liam,Effect of Weekly Hunting Frequency on Duck Abundances in Mississippi Wildlife Management Areas,"St James, EA.",2013,Journal of Fish and Wildlife Management,Overwinter,Regional,USA,North America,multi-species,Anas clypeata,Duck,Yes,NA,Wildfowling,Shooting,Site,Local abundance,No,Neutral,,Abundance of shovelers did not differ between hunting frequencies,,Yes
D171,Liam,Effect of Weekly Hunting Frequency on Duck Abundances in Mississippi Wildlife Management Areas,"St James, EA.",2013,Journal of Fish and Wildlife Management,Overwinter,Regional,USA,North America,multi-species,Anas crecca,Duck,Yes,NA,Wildfowling,Shooting,Site,Local abundance,No,Neutral,,Abundance of Teal did not differ between hunting frequencies. ,,Yes
D172,Liam,Wetland use by Mallards during spring and fall in the Illinois and central Mississippi river valleys,"Stafford, JD.",2007,Waterbirds,Migration,Regional,USA,North America,single-species,Anas platyrhyncos,Duck,Yes,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,"Investigated the influence of land use, including hunting disturbance, on local abundance of Mallards in the Illinois and Central Mississippi river valleys using aerial survey images. Hunting disturbance categorised based on the proportion of sites designated as refuge where other hunting and other disturbance sources were prohibited - split into quartiles - 0-25% etc. Abundance calculated as total use days. Mallard use was positively related to the proportion of refuge area at a site during both spring and fall. Relatively weak evidence that hunting disturbance influencing local abundance of mallards. ",Hunting disturbance not measured directly - refuge cover a proxy for disturbance. Refuges are also likely to contain higher quality habitat if managed for wildfowl. ,Yes
D173,Liam,Historical and Contemporary Characteristics and Waterfowl Use of Illinois River Valley Wetlands,"Stafford, JD.",2010,Wetlands,Migration,Regional,USA,North America,multi-species,Anas platyrhyncos,Duck,Yes,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,"Model local abundance of Mallards in the Illinois River Valley in relation to land cover and refuge area using historical aerial survey images. Modelled use from 1950-59 and 2005-2006. Refuge was defined as proportion of a site where any disturbance was prohibited. Historical data was obtained from interviews with biologists and unpublished historical records. For both time periods, mallard use days were positively correlated with refuge area. Weak evidence that hunting disturbance influences local abundance of mallards. For 1950-59  model-avereaged parameter estimate for refuge was positive but the 95% CI overlapped 0 - weak evidence of a refuge effect on abundance. ",Hunting disturbance not measured directly - refuge cover a proxy for disturbance. Refuges are also likely to contain higher quality habitat if managed for wildfowl. ,Yes
D173,Liam,Historical and Contemporary Characteristics and Waterfowl Use of Illinois River Valley Wetlands,"Stafford, JD.",2010,Wetlands,Migration,Regional,USA,North America,multi-species,Aythya spp. ,Duck,Yes,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Site,Local abundance,No,Neutral,,Local abundance of Aythya spp. During 1950-59 the model-avereaged parameter estimate for refuge was positive but the 95% CI overlapped 0 - weak evidence of a refuge effect on abundance. ,Not sure if negative/neutral best?,Yes
D174,Liam,"Compensatory limits: energy budgets of Brent Geese, Branta b-bernicla, the influence of human disturbance","Stock, M.",1997,Journal fur Ornithologie,NA,,,,,,,,,,,,,,,,,Main text in German - remove,No
D175,Liam,Effects of hunting pressure and collection method bias on body mass of drake mallards,"Szymanski, ML.",2013,Journal of Wildlife Management,Overwinter,Regional,Multiple,North America,single-species,Anas platyrhyncos,Duck,Yes,NA,Wildfowling,Shooting,Physiological,Body condition,Yes,Negative,,"Examined the effect of hunting pressure on the body condition of shot drake Mallards in Manitoba, Minnesota, North Dakota, Saskatchewan and South Dakota. Found that age, hunting pressure (low vs. high pressure jurisdiction), hunting method, season and relative harvest day were all important drivers of body mass. Body mass of birds harvested in low hunting pressure jurisdictions was 4.3% greater for 1CY birds and 2.5% greater for 2+CY birds. Birds harvested using pass or jump shooting had 12.1% greater body mass than those harvested using decoys in low pressure jurisdictions. ",Hunting pressure labelled as high/low at the state level based on the number of active waterfowl hunters derived from state surveys.,Yes
D176,Liam,Population control by means of organised hunting effort: Experiences from a voluntary goose hunting arrangement,"Tombre, IM.",2022,Ambio,Migration,Regional,Norway,Europe,single-species,Anser brachyrhynchus,Geese,Yes,NA,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,"Examined the influence of hunting management plans on the local abundance of migrating Pink-footed Geese at Egge in Trondelag county in central Norway. The introduction of hunting free days and safe foraging areas (refuges) led to an increase in the local abundance of geese in the study area. Moreover, harvest rates increased, despite a reduction in hunting events, partly due to optimal timing and placement of hunters in response to goose behaviour. ",,Yes
D177,Liam,Influence of organised scaring on distribution and habitat choice of geese on pastures in Northern Norway,"Tombre, IM.",2005,"Agriculture, Ecosystems & Environment",Migration,Regional,Norway,Europe,single-species,Anser brachyrhynchus,Geese,Yes,NA,Scaring,Non-lethal disturbance,Behavioural,Habitat selection,Yes,NA,,"Investigated the effect of non-lethal scaring on the habitat selection of Pink-footed Geese during spring staging in northern Norway. Compared years before (1997) and after (2002/2003) the initiation of intensive scaring to look at effects on habitat selection. Assessed habitat quality of fields from landcover data. MEasured goose field use by measuring dropping densities immediately after geese departed. Visual observation and farmer surveys - classified areas as no/occasional/intesive scaring. Following the scaring programme, geese switched from being evenly distributed across the landscape, to actively selectying for less productive, tufted hair-grassland where scaring intensity was lowest. This may have long-term effects on carrying-capacity of the staging sites. ",,Yes
D178,Liam,Foraging Shorebird Response to Trail Use Around San Francisco Bay,"Trulio, LA.",2008,Journal of Wildlife Management,Year-round,Regional,USA,North America,multi-species,Multiple,Waders,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Walking,Site,Local abundance,No,Neutral,,"Examined the effect of trail use on the local abundance, community composition and behaviour of shorebirds at 3 locations around SF Bay. Compared trail and non-trail locations at each site. Counted birds in quadrats for 4 hours 4x per month (2x weekday, 2x weekend) - trail vs. non-trail simultaneously. Also conducted scan samples every 5 minutes - proportion of birds foraging vs. other behaviour. Bird use calculated by summing scan samples for whole 4 hour period and dividing by 48 - index of bird use. Human use at trail sites was 68 people per hour vs. <1 at the non-trail sites. Local abundance in terms of bird use did not differ between trail and non-trail sites overall or by season. ",Don't differentiate between different trail use types - assume walking ,Yes
D178,Liam,Foraging Shorebird Response to Trail Use Around San Francisco Bay,"Trulio, LA.",2008,Journal of Wildlife Management,Year-round,Regional,USA,North America,multi-species,Multiple,Waders,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Walking,Site,Comminity composition,No,Neutral,,Species richness was the number of unique species observed per day. Species richness did not differ between trail and non-trail sites overall or by season. ,Don't differentiate between different trail use types - assume walking ,Yes
D178,Liam,Foraging Shorebird Response to Trail Use Around San Francisco Bay,"Trulio, LA.",2008,Journal of Wildlife Management,Year-round,Regional,USA,North America,multi-species,Multiple,Waders,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Walking,Behavioural,Feeding,No,Neutral,,"Feeding rates, calculated as proportion of birds foraging, did not differ between trail and non-trail sites overall or by season. ",Don't differentiate between different trail use types - assume walking ,Yes
D178,Liam,Foraging Shorebird Response to Trail Use Around San Francisco Bay,"Trulio, LA.",2008,Journal of Wildlife Management,Year-round,Regional,USA,North America,multi-species,Multiple,Waders,No,Season: Disturbed vs non-disturbed/protected area,Recreational,Walking,Site,Local abundance,Yes,Negative,,"When comparing trail sites between high use days (2.5x number of people, typically weekends) and low use days, number of birds using the sites decreased by 25%. Birds potentially vulnerable to very high levels of disturbance. ",Don't differentiate between different trail use types - assume walking ,Yes
D179,Liam,Hunting disturbance and the timing of autumn migration in Anas species,"Vaananen, VM.",2001,Wildlife Biology,Migration,Regional,Finland,Europe,single-species,Anas platyrhyncos,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,"Examined the effect of hunting disturbance on local abundance of wildfowl pre-migration in central Finland. Found that early migrants (Garganey, Shoveler, Pintail) were not influenced by hunting disturbance but late migrants (Mallard, Wigeon, Teal) were. At two lakes from 1995-98, the local abundance of Mallards collapsed immediately following the start of the hunting period following a prior increase (overall dabbling duck abundance down to 9.3% of pre-hunting levels). Moreover in 1999 at 13 lakes, numbers using hunting areas decreased whilst those in refuge areas increased. ",Some of the decline might be due to birds migrating,Yes
D179,Liam,Hunting disturbance and the timing of autumn migration in Anas species,"Vaananen, VM.",2001,Wildlife Biology,Migration,Regional,Finland,Europe,single-species,Anas penelope,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,"At two lakes from 1995-98, the local abundance of Wigeon collapsed immediately following the start of the hunting period following a prior increase. Moreover in 1999 at 13 lakes, numbers using hunting areas decreased whilst those in refuge areas increased. ",Some of the decline might be due to birds migrating,Yes
D179,Liam,Hunting disturbance and the timing of autumn migration in Anas species,"Vaananen, VM.",2001,Wildlife Biology,Migration,Regional,Finland,Europe,single-species,Anas crecca,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,"At two lakes from 1995-98, the local abundance of Teal collapsed immediately following the start of the hunting period following a prior increase. Moreover in 1999 at 13 lakes, numbers using hunting areas decreased whilst those in refuge areas increased. ",Some of the decline might be due to birds migrating,Yes
D180,Liam,"Cumulative energetic costs of military aircraft, recreational and natural disturbance in roosting shorebirds","Van der Kolk, H.",2020,Animal Conservation,Overwinter,Regional,Netherlands,Europe,multi-species,Nuemnius arquata,Waders,No,NA,Recreational,,Physiological,TEB,,Neutral,,"Examined the cumulative impacts of disturbance from military airfcraft, recreational disturbance and natural predators at high tide roosts on the TEBs of waders at various sites in the Wadden Sea. Sites varied by distance to military site, aircraft disturbance replaced recreational disturbance at some sites. 51% of overall disturbane due to anthropogenic - no difference in overall effects between sites. Energy expenditure increased 0.1-1.4% by disturbance - low cost for Oysetercatchers. ",Didn't split out effects of different disturbance sources - can't make overall claims about recreational disturbance - remove,No
D180,Liam,"Cumulative energetic costs of military aircraft, recreational and natural disturbance in roosting shorebirds","Van der Kolk, H.",2020,Animal Conservation,Overwinter,Regional,Netherlands,Europe,multi-species,Haematopus ostralegus,Waders,No,NA,Recreational,,Physiological,TEB,,Neutral,,Daily energy expenditure increased 0.1-1.4% by high tide disturbance - low cost for Curlews.,Didn't split out effects of different disturbance sources - can't make overall claims about recreational disturbance - remove,No
D180,Liam,"Cumulative energetic costs of military aircraft, recreational and natural disturbance in roosting shorebirds","Van der Kolk, H.",2020,Animal Conservation,Overwinter,Regional,Netherlands,Europe,multi-species,Limosa lapponica,Waders,No,NA,Recreational,,Physiological,TEB,,Negative,,"Daily energy expenditure increased 0.1-1.4% by high tide disturbance - high, potentially critical costs for Barwits. ","Barwits only roosted at military sites, very little recreational disturbance - more sensitive to aircraft and natural predators. Remove. ",No
D181,Liam,The hidden cost of disturbance: Eurasian Oystercatchers (Haematopus ostralegus) avoid a disturbed roost site during the tourist season,"Van der Kolk, H.",2022,Ibis,,Regional,Netherlands,Europe,single-species,Haematopus ostralegus,Waders,No,NA,Recreational,Walking,Behavioural,Habitat selection,,,,Studied roost site selection of GPS-tracked oystercatchers ofn Vlieland and compared used of a disturbed and undisturbed roost site as a function of disturbance levels. Most disturbance due to walking - calculated based on a recreation activity index derived from boat traffic as most tourists arrive to the island by boat. Birds often chose to roost at the undisturbed roost even if foraging closer to the disturbed site. Selection for the disturbed site was lowest in the summer months when recreation levels were highest. Probability of leaving the disturbed site during hig tide was also correlated with recreational activity index. ,Disturbance measured indirectly via an index based on boat traffic. Study took place across the entire year. ,No
D181,Liam,The hidden cost of disturbance: Eurasian Oystercatchers (Haematopus ostralegus) avoid a disturbed roost site during the tourist season,"Van der Kolk, H.",2022,Ibis,,Regional,Netherlands,Europe,single-species,Haematopus ostralegus,Waders,No,NA,Recreational,Walking,Physiological,TEB,,Negative,,Selecting the undisturbed site requires an additional 8km of flying per tidal perod - 3.4% of DEE on average. Suggests these additional costs may outweight the costs of repeated direct disturbance flights at the other roost. ,Not clear whether this impact in terms of increased DEE is negative in terms of fitness consequences. ,No
D182,Liam,Cost-effectiveness of scaring brent geese Branta bernicla bernicla from fields of arable crops by a human bird scarer,"Vickery, JA.",1992,Crop Protection,Overwinter,Regional,UK,Europe,single-species,Branta bernicla ,Geese,No,NA,Scaring,Non-lethal disturbance,Behavioural,Habitat selection,Yes,NA,,"Tested the effects of a human bird scarer on site selection by overwintering Brent Geese in north Norfolk. Persistent scaring via approach altered the habitat selection of the geese, causing them to stop grazing in crop fields and switch to nearby grass pastures.",Change in habitat selection does not have obvious population level consequences. ,Yes
D183,Liam,Effects of severe anthropogenic disturbance on the heart rate and body temperature in free-living greylag geese (Anser anser),"Wascher, CAF",2022,Conservation Physiology,Overwinter,Site,Austria,Europe,single-species,Anser anser,Geese,No,NA,Recreational,,Physiological,Heart rate,,Negative,,"Recorded heart rate and body temperature of free-living Greylag Geese in response to NYE fireworks in Austria. In the first and second hour of the new year, heart rates and body temperature increased significantly compared with the same time period on the 31st December and the December and January monthly averages. ",Unique form of recreational disturbance - perhaps not relevant to wildfowling - remove?,No
D184,Liam,Factors Influencing Behavior of Wetland Birds in the Rainwater Basin during Spring Migration,"Webb, EB.",2011,Waterbirds,Migration,Regional,USA,North America,multi-species,Multiple,Geese,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,TAB,Yes,NA,,"Examine the effects of hunting on the behaviour of a suite of waterbirds in Nebraska's Rainwater Basin during spring migration. Wetlands split into hunting categories - closed to hunting, hunted wetlands in season, hunted wetlands post-season. Behaviour recorded via observations using the flock scan technique - proportion in locomotion, feeding, resting, alert, aggression and maintenance. Geese exhibited higher feeding rates in wetlands closed to hunting (11%) than on hunted wetlands in season (5%).",,Yes
D184,Liam,Factors Influencing Behavior of Wetland Birds in the Rainwater Basin during Spring Migration,"Webb, EB.",2011,Waterbirds,Migration,Regional,USA,North America,multi-species,Dabbling Ducks,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,TAB,Yes,NA,,A smaller percentage of dabbling ducks were recorded feeding on hunted wetlands in season (19%) than on wetlands closed to hunting (24%) or on hunted wetlands post-season (28%).,,Yes
D184,Liam,Factors Influencing Behavior of Wetland Birds in the Rainwater Basin during Spring Migration,"Webb, EB.",2011,Waterbirds,Migration,Regional,USA,North America,multi-species,Diving Ducks,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,TAB,No,NA,,Diving duck behaviour did not differ between hunting categories.,,Yes
D184,Liam,Factors Influencing Behavior of Wetland Birds in the Rainwater Basin during Spring Migration,"Webb, EB.",2011,Waterbirds,Migration,Regional,USA,North America,multi-species,Anser albifrons,Geese,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,TAB,No,NA,,"Overall, whitefront behaviour did not differ between hunting categories. Most whitefronts were observed feeding in wetlands (55%) with only a small percentage feeding (9%).",,Yes
D184,Liam,Factors Influencing Behavior of Wetland Birds in the Rainwater Basin during Spring Migration,"Webb, EB.",2011,Waterbirds,Migration,Regional,USA,North America,multi-species,Anas acuta,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,TAB,Yes,NA,,Pintail behaviour did differ between hunting categories. More pintails were observed resting at hunted wetlands in season than sites closed to hunting or hunted wetlands post-season. Additionally a greater percentage of pintails showed aggression at wetlands closed to hunting than at other types. There was no difference in feeding rates or aggression between hunting categories. ,,Yes
D184,Liam,Factors Influencing Behavior of Wetland Birds in the Rainwater Basin during Spring Migration,"Webb, EB.",2011,Waterbirds,Migration,Regional,USA,North America,multi-species,Multiple,Waders,No,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,TAB,No,NA,,Shorebird behaviour did not differ between hunting categories. ,,Yes
D185,Liam,Predicting the impacts of disturbance on shorebird mortality using a behaviour-based model,"West, AD.",2002,Biological Conservation,Overwinter,Site,UK,Europe,single-species,Haematopus ostralegus,Waders,No,NA,,,Demographic ,Survival,,Neutral,,"Used a behaviour-based model to predict the impact of human disturbance on Oystercatchers on their intertidal feeding grounds on the Exe during winter. Model predicted that for the same area disturbed, fewer large disturbances would be less damaging than numerous small ones. When time and energy costs included - disturbance could be more damaging than permenant habitat loss. Preventing disturbance during late winter, when resource levels were reduced, practically eliminated the pop-level consequences. Disturbance was not predicted to increase mortality at the levels currently occuring on the site. ",Model simulated scenarios and did not specify particular disturbance types. The model also did not use real data to look at mortality effects. Simulation study - remove. Useful for context. ,No
D186,Liam,"The effects of human presence, flock size and prey density on shorebird foraging rates","Yasue, M.",2005,Journal of Ethology,Migration,Site,Canada,North America,multi-species,Charadrius semipalmatus,Waders,No,NA,Recreational,Index,Behavioural,Feeding,Yes,Negative,,"Look at the effect of human density on wader foraging rates at Pachena Beach, British Columbia. Measured number of people during 20 min count interval - most walking but some on ATVS, bicycles, playing sports etc. Focal observations of 1-3 indivs on each of 24 sample days - counted number of prey items taken per minute and counted flock size. Also measured prey density to control for this. Semi-palmated plovers showed decreased foraging rates when more people were on the beach.",,Yes
