Paper_ID,Assigned_to,Title,Lead_author,Year,Journal,Time_of_Year,Spatial_scale,Country,Continent,Taxonomic_scope,Species,Taxonomic_group,Quarry_Species,Comparison,Disturbance_Type,Disturbance_Specific,Response_Type,Response_Specific,Effect_YN,Effect_PNN,FID_Distance,Synopsis,Notes,Paper_Retained,,,,,,,,
D106,Aimee,"Human disturbance of diving ducks on Long Point Bay, Lake Erie","Knapton, RW.",2000,Wildlife Society Bulletin,NA,Regional,Canada,North America,multi-species,Aythya spp.,Duck,No,Disturbance type,Recreational,Boating,Behavioural,FID,NA,NA,NA,"disturbance rate greater in spring, similar flush distances spring and autumn, non-signif but fly further in fall, 06-08 greatest disturbance, commercial fishing boats = most common cause of flush in spring, hunt in fall",NA,Yes,,,,,,,,
D107,Aimee,Assessing Anthropogenic Disturbances to Develop Buffer Zones for Shorebirds Using a Stopover Site,"Koch, SL.",2014,Journal of Wildlife Management,NA,Site,USA,North America,multi-species,Multiple,Waders,No,Disturbance type,Recreational,Walking,Behavioural,FID,NA,NA,20-80m,"proportion indivs ran when disturabed not difffer between age cohorts, age = most influential paramter for FID difference, juveniles shorter FID than adults, FID generally increased with increasing flock size and number of pedestriancs, foraging behaviour reduced prob of flight, black bellied plover and american oystercatcher most sensitive to human disturbance, dunlin, least sandpiper, semipalmated sandpiper less sensitive and allowed approach of <20m, recommend buffer distance of 61-186m, shelfish harvesting had positive effect on pop desnity",NA,Yes,,,,,,,,
D108,Aimee,Responses of wintering geese to the designation of goose foraging areas in The Netherlands,"Koffijberg, K.",2017,Ambio,NA,National,Netherlands,Europe,multi-species,Anser brachyrhynchus,Geese,Yes,Season: Disturbed vs non-disturbed/protected area,Scaring,Non-lethal disturbance,Site,Local abundance,No,Neutral,NA,pink-feet ise farland,NA,Yes,,,,,,,,
D109,Aimee,Temporal and spatial variation in bird and human use of beaches in southern Californial,"Lafferty, KD.",2013,SpringerPlus,NA,Site,USA,North America,multi-species,numerous,Multiple,No,Disturbance type,Recreational,Dog-walking,Site,Comminity composition,Yes,Negative,NA,"richness of shorebirds and other waterbirds negatively associated with short-term effects of human activity (sum of dogs and human count), abundance of shortebird an dwaterbirds marginally negativelly associated with human activity, one bbird species displaced per nine humans (or dogs) per km",NA,Yes,,,,,,,,
D110,Aimee,Hunting from motorboats displaces Wadden Sea eiders Somateria mollissima from their favoured feeding distribution,"Laursen, K.",2008,Wildlife Biology,NA,Regional,Denmark,Europe,single-species,Somateria mollissima,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,"eider numbers increae inn months with ban on hunting boats, small scale displacement of eider in relation to motorboat density, eider density sig higher below motorboat density of 0.3 boats per km2, negative effect on eider duck density in areas with ihg motorboat density, largscale displacement from offshore before ban, after ban fewer eiders offshore and moved into studdy area",NA,Yes,,,,,,,,
D111,Aimee,Countrywide screening of spatiotemporal overlap between coastal and marine recreation and waterbirds in Denmark,"Laursen, K.",2021,Journal of Outdoor Recreation and Tourism,NA,National,Denamrk,Europe,multi-species,Multiple,Multiple,No,Disturbance type,Recreational,NA,Site,Local abundance,Yes,Negative,NA,"signficant negative effect betweeen recreational activity and abundance during spring and summer, most areas used are low or no desnity of waterbirds, , waterbirds not avoid high recreation zones in coastal areas but do in marine areas",NA,Yes,,,,,,,,
D112,Aimee,Factors affecting escape distances of staging waterbirds,"Laursen, K.",2005,Wildlife Biology,NA,Regional,Denmark,Europe,multi-species,Multiple,Multiple,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Behavioural,FID,NA,NA,19 species in paper,"brent goose longest FID, waders - curlew and bartailed godwit = longest, quarry species longer ED than non-quarry species - curlew, dabbling ducks, folden plover (permitted quarry)",NA,Yes,,,,,,,,
D113,Aimee,Dynamic group size and displacement as avoidance strategies by eiders in response to hunting,"Laursen, K.",2016,Wildlife Biology,NA,Regional,Denmark,Europe,single-species,Somateria mollissima,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,"proportion eiders decreased with density of hunter motorboats, increaes in areas away from hunter boats, group size in refuge area increaes when hunt boats high, group size larger when hunter density high in central wadden sea area (non-refuge before), hunting activity displaced eiders to adjacent sites with low or now hinting and low food availability, form larger groups when hunting activity increaed, especially in areas of high hunter density",NA,Yes,,,,,,,,
D114,Aimee,"Effect of predation risk, body size, and habitat characteristics on emigration decisions in mallards","Legagneux, P.",2009,Behavioural Ecology,NA,Regional,France,Europe,single-species,Anas platyrhynchos,Duck,NA,Shooting vs non-shootting,Wildfowling,Shooting,Behavioural,Movement,Yes,Negative,NA,"hunting pressure explain 21% variation, high hunting pressure associated with emigration from release sites, probability remaining and being killed in release site positively associated witth hunting pressure, emigration rate in sept higher in large lakes and low hunting pressure, in rest of moneth of hunting season transition was positive but non-sig related to hunting pressure",NA,Yes,,,,,,,,
D115,Liam,COVID19-induced reduction in human disturbance enhances fattening of an overabundant goose species,"LeTourneux, F.",2021,Biological Conservation,Migration,Regional,Canada,North America,single-species,Anser carulescens,Geese,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Habitat selection,Yes,NA,NA,Examined the effect of a Covid-19 lcokdown induced reduction in hunting disturbance (31%) on the movement behaviour and body condition of snow geese at their spring staging site in Quebec. Habitat selection was altered in the late staging period (2-3 weeks pre departure) as geese were able to spend less time feeding in risky but highly profitable agricultural habitats due to improved foraging conditions in the early staging period when disturbance was most dramatically reduced.,NA,Yes,,,,,,,,
D115,Liam,COVID19-induced reduction in human disturbance enhances fattening of an overabundant goose species,"LeTourneux, F.",2021,Biological Conservation,Migration,Regional,Canada,North America,single-species,Anser carulescens,Geese,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Physiological,Body condition,Yes,Negative,NA,Body condition of geese in 2020 when hunting disturbance was reduced was the highest in any year since the season was introduced in 1999 other than 2019. Geese also attained maximal body condition earlier in the staging period than any other year.,NA,Yes,,,,,,,,
D117,Liam,Behavioural responses of migratory shorebirds to disturbance at a high-tide roost,"Lilleyman, A.",2016,Emu,Overwinter,Site,Australia,Australasia,multi-species,Multiple,Waders,No,Disturbance type,Recreational,Walking,Behavioural,Movement,Yes,NA,NA,"Studied the behavioural responses of migratory waders (Knots and Sandplovers) to disturbance from anthropogenic (walkers and dog walkers) and natural sources at a high tide roost in Darwin. Modelled the probability of flying, and time to resettle as a function of disturbance type, flcok size, shorebird taxa (knots vs sandplovers), FID, tide height, time since last disturbance and time since arrival. Flight probability differed between taxa and was strongly influenced by flock size (decreased with increasing flock size) and FID. Knots had a larger FID than sandplovers. Resettle Time also varied between taxa and flock size although the best model also included time since arrival. This suggests potential habituation over the non-breeding period. There were no differences in behavioural responses between natural and anthropogenic disturbances.",NA,Yes,,,,,,,,
D117,Liam,Behavioural responses of migratory shorebirds to disturbance at a high-tide roost,"Lilleyman, A.",2016,Emu,Overwinter,Site,Australia,Australasia,multi-species,Multiple,Waders,No,Disturbance type,Recreational,Walking,Physiological,TEB,Yes,Negative,NA,"Modelled potential energetic costs of alarm flights following disturbance. Mean energy costs per flight as percentage of DEE was 0.75-0.78% for sandplovers and 0.45-0.47% for Knots. Under modelled conditions, the maximum number of disturbances (10 per day) observed in this study led to increased energy costs of 7.5-7.8% for knots and 4.5-4.7% for sandplovers with potential negative implications for TEBs. It is unclear whether birds can compensate for this deficit by increasing intake rates.",Anthropogenic and natural disturbances lumped together when calculating max number of disturbances per day.,Yes,,,,,,,,
D121,Liam,"Role of disturbance, geology and other environmental factors in determining abundance and diversity in coastal avian communities during winter","Lourenco, PM.",2013,MEPS,Overwinter,National,Portugal,Europe,multi-species,Multiple,Waders,No,NA,Recreational,Index,Site,Local abundance,Yes,Negative,NA,"Used national survey data to assess the influence of various factors including human presence on the local abundance of waders wintering on the non-estuarine coast of Portugal. Human presence counted directly by observers during surveys - number of people and unleashed dogs. Overall human density was also emasured based on urbanisation and human population density. These four measures were highly correlated and aggregated into a PCA - 2 principal components. Positive values of  PC1 indicating decreasing disturbance levels whilst PC\ distinguishes effects of direct disturbance and overall human presence - positive valyes indicating higher direct disturbance and negative values indicating higher overall human presence. The results indicate that most specues are more abundant near areas of high human presence but within these areas avoid direct disturbance from people and unleashed dogs.""",Human variables aggregated between measures of human density and direct disturbance into a PCA - allows discernment that human presence is correlated positively with wadrer abundance but direct disturbance leads to reductions in local abundance.,Yes,,,,,,,,
D122,Liam,Shorebirds can adopt foraging strategies that take advantage of human fishing practices,"Lunardi, VO.",2014,Emu,Overwinter,Regional,Brazil,South America,multi-species,Mulitple,Waders,No,Disturbance type,Recreational,Walking,Site,Local abundance,Yes,Negative,NA,Compared the effect of shell-fishing and recreational disturbance on the local abundance and behaviours of wadres at Baia de Todos Santos in Brazil during the non-breeding period. Survey counts of number of birds and humans followed by 2 min focal counts of foraging shorebirds. Recreational activity caused a reduction in the local abundance of all shorebird taxa. Behavioural responses were greatest to recreational disturbance.,NA,Yes,,,,,,,,
D122,Liam,Shorebirds can adopt foraging strategies that take advantage of human fishing practices,"Lunardi, VO.",2014,Emu,Overwinter,Regional,Brazil,South America,multi-species,Mulitple,Waders,No,Disturbance type,Recreational,Bait digging,Site,Local abundance,Yes,Neutral,NA,Shell-fishing did not impact the local abundance of small bodied shorebirds.,NA,Yes,,,,,,,,
D122,Liam,Shorebirds can adopt foraging strategies that take advantage of human fishing practices,"Lunardi, VO.",2014,Emu,Overwinter,Regional,Brazil,South America,multi-species,Mulitple,Waders,No,Disturbance type,Recreational,Bait digging,Site,Local abundance,Yes,Negative,NA,Larger shorebirds were less abundant when shell-fishing was taking place.,NA,Yes,,,,,,,,
D122,Liam,Shorebirds can adopt foraging strategies that take advantage of human fishing practices,"Lunardi, VO.",2014,Emu,Overwinter,Regional,Brazil,South America,multi-species,Mulitple,Waders,No,Disturbance type,Recreational,Walking,Behavioural,Movement,Yes,NA,NA,"Conducted flight response experiments multiple times for each level of disturbance - no humans (n = 31), recreationa (n = 70), shell-fishing (n = 53). Conditions always exclusive. Experiments on mixed flocks of semi-palmated sandpipers and semi-palmated plovers. FID was significantly higher in response to recreation than shell-fishing activity. However time spent in flight was geater in response to recreational activity than shell-fishing.",NA,Yes,,,,,,,,
D122,Liam,Shorebirds can adopt foraging strategies that take advantage of human fishing practices,"Lunardi, VO.",2014,Emu,Overwinter,Regional,Brazil,South America,multi-species,Mulitple,Waders,No,Disturbance type,Recreational,Bait digging,Behavioural,Movement,Yes,NA,NA,"Conducted flight response experiments multiple times for each level of disturbance - no humans (n = 31), recreationa (n = 70), shell-fishing (n = 53). Conditions always exclusive. Experiments on mixed flocks of semi-palmated sandpipers and semi-palmated plovers. FID was significantly higher in response to recreation than shell-fishing activity. However time spent in flight was geater in response to recreational activity than shell-fishing.",NA,Yes,,,,,,,,
D122,Liam,Shorebirds can adopt foraging strategies that take advantage of human fishing practices,"Lunardi, VO.",2014,Emu,Overwinter,Regional,Brazil,South America,multi-species,Mulitple,Waders,No,Disturbance type,Recreational,Walking,Behavioural,Feeding,Yes,Negative,NA,Foraging rate measured in SPS and SPP. Foraging rates lower for recreational disturbance than any other treatment.,NA,Yes,,,,,,,,
D122,Liam,Shorebirds can adopt foraging strategies that take advantage of human fishing practices,"Lunardi, VO.",2014,Emu,Overwinter,Regional,Brazil,South America,multi-species,Calidris pusilla,Waders,No,Disturbance type,Recreational,Bait digging,Behavioural,Feeding,Yes,Negative,NA,Foraging rate for shell-fishing was lower than no activity in undisturbed sediment for SPS. However in sediment disturbed by shell-fishing foraging rate was higher than any other category.,NA,Yes,,,,,,,,
D122,Liam,Shorebirds can adopt foraging strategies that take advantage of human fishing practices,"Lunardi, VO.",2014,Emu,Overwinter,Regional,Brazil,South America,multi-species,Charadrius semipalmatus,Waders,No,Disturbance type,Recreational,Bait digging,Behavioural,Feeding,No,Neutral,NA,Bait-digging had no effect on the foraging rate of SPP.,NA,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas penelope,Duck,Yes,Disturbance type,Recreational,Angling,Behavioural,Movement,No,Neutral,NA,"Investigated the spatial overlap of waterfowl with recreational activities in two Danish Ramsar sites and examined behavioural responses to different human activities. Analysis focuses on Mute Swans, Coot and Wigeon. Observations, recorded reaction distance, length of disruption and time for activity resumption (disruption period). Length of interrption varied between disturbance type for Wigeon. Windsurfers and anglers caused a disruption of c20 mins which was significantly shorter than escape from a mobile shoointg punt which caused a disruption of c95 mins.",NA,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas penelope,Duck,Yes,Disturbance type,Recreational,Boating,Behavioural,Movement,No,Neutral,NA,Length of interrption varied between disturbance type for Wigeon. Windsurfers and anglers caused a disruption of c20 mins which was significantly shorter than escape from a mobile shoointg punt which caused a disruption of c95 mins.,Boating refers to windsurfing,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas penelope,Duck,Yes,Disturbance type,Wildfowling,Shooting,Behavioural,Movement,No,Neutral,NA,Length of interrption varied between disturbance type for Wigeon. Windsurfers and anglers caused a disruption of c20 mins which was significantly shorter than escape from a mobile shoointg punt which caused a disruption of c46 mins. However disturbance was not significantly different in terms of disruption length than spontaneous flights. Disturbance by a second punt caused a significantly longer disruption - cumulative effects of disturbance.,Not clear if this is disturbance due to active shooting.,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas penelope,Duck,Yes,Disturbance type,Recreational,Index,Behavioural,Feeding,No,Neutral,NA,Feeding rates did not differ in the hour before and after disturbance events suggesting Wigeon did not attempt to compensate for these disturbances.,Combined analysis of all disturbance types.,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Cygnus olor,Swan,No,Disturbance type,Recreational,Angling,Behavioural,Movement,No,Neutral,NA,In coots there was no significant difference between disturbance types or spontaneous flights.,NA,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Cygnus olor,Swan,No,Disturbance type,Recreational,Boating,Behavioural,Movement,No,Neutral,NA,In coots there was no significant difference between disturbance types or spontaneous flights.,Boating refers to windsurfing,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Cygnus olor,Swan,No,Disturbance type,Wildfowling,Shooting,Behavioural,Movement,No,Neutral,NA,In coots there was no significant difference between disturbance types or spontaneous flights.,NA,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Cygnus olor,Swan,No,NA,Recreational,Index,Behavioural,Feeding,No,Neutral,NA,There was no significant difference in coot feeding rates in the hour before or after a disturbance event.,Combined analysis of all disturbance types.,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Fulica atra,Rails,Yes,Disturbance type,Recreational,Angling,Behavioural,Movement,Yes,Negative,NA,Windsurfing and fishing boats caused similar levels of disturbance but less than shooting punts. Responses to all disturbance events lasted longer than spontaneous flights.,NA,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Fulica atra,Rails,Yes,Disturbance type,Recreational,Boating,Behavioural,Movement,Yes,Negative,NA,Windsurfing and fishing boats caused similar levels of disturbance but less than shooting punts. Responses to all disturbance events lasted longer than spontaneous flights.,Boating refers to windsurfing,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Fulica atra,Rails,Yes,Disturbance type,Wildfowling,Shooting,Behavioural,Movement,Yes,Negative,NA,Windsurfing and fishing boats caused similar levels of disturbance but less than shooting punts. Responses to all disturbance events lasted longer than spontaneous flights.,NA,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Fulica atra,Rails,Yes,NA,Recreational,Index,Behavioural,Feeding,Yes,Negative,NA,Feeding rates increased significantly for Mute Swans in the hour after a disturbance event suggesting attempts to compensate for disturbance. In the second hour they had returned to normal.,Combined analysis of all disturbance types.,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas penelope,Duck,Yes,NA,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,Also examined local abundance of Wigeon and Swans as a function of shooting punts. Wigeon abundance varied in response to stationary and mobile punts. Above 4 stationary punts numbers were reduced. When both stationary and mobile present - numbers more than halved by presence of 3-4 punts and almost all departed when >4 punts. All wigeons departed on first day of hunting season in both years.,NA,Yes,,,,,,,,
D123,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. I. Baseline assessment of the disturbance effects of recreational activities,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Cygnus olor,Swan,No,NA,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,"Swan numbers unaffected by 1-8 stationary punts. When both types present - decreased in numbers by 17-45% when >3 punts present. On first two mornings of the hunting season, swan numbers decreased by 33 and 65% respectively.",NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Cyngus olor,Swan,No,NA,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,"Assessed the influence of experimental refuge provision (shooting banned) on the local abundance and community composition of different waterfowl species. Monitored use of refuge areas by waterfowl using a combination of aerial and ground surveys. For each wetland, species abundance was modelled as a function of area of the wrtland and treatment (shooting vs. non-shooting) as main effects and year as a covariate. Overall, quarry species resdistributed to the refuge areas and showed increases in local abundance following refuge provision. Protected species did not redistribute according to the position of the refuge areas and did not show a treatment effect on local abundance. Mute swan showed no effect of refuge provision on local abundance.",NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Cygnus cygnus,Swan,No,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,Whooper Swan showed no treatment effect of refuge provision on local abundance.,NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anser anser,Geese,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,Greylag goose showed an increase in local abundance in response to the refuge treatment. Overall population sizes have been stable or decreased whilst increasing in the study area and shooting restrictions are the most likely explanation for the observed effect.,NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Branta bernicla,Geese,No,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,Brent Geese increased during the study period. Overall population. Light-bellied brent geese increased in the study area faster than the overall rate of populations but it is unclear if this is due to restrictions in shooting or an attraction to the area for other reasons - e.g. discovery of a previously unexploited habitat.,NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Branta leucopsis,Geese,No,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,Barnacle Geese showed no treatment effect of refuge provision on local abundance. The local abundance increased in the study area faster than the overall rate of populations but it is unclear if this is due to restrictions in shooting or an attraction to the area for other reasons.,NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Branta canadensis,Geese,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,"Canada geese showed a treatment effect on local abundance, increasing following refuge provison. Canada Geese increased in the study area faster than the overall rate of populations and it is likely that shooting restrictions are the main driver of the increase for this quarry species.",NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Tadorna tadorna,Duck,No,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,Shelduck did not show any trend in local abundance during the study and did not have a significant effect of shooting treatment on local abundance.,NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas platyrhyncos,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,Mallard showed an increase in local abundance in response to the refuge treatment. Overall population sizes have been stable or decreased whilst increasing in the study area and shooting restrictions are the most likely explanation for the observed effect.,NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas crecca,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,Teal showed an increase in local abundance in response to the refuge treatment. Overall population sizes have been stable or decreased whilst increasing in the study area and shooting restrictions are the most likely explanation for the observed effect.,NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas penelope,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,Wigeon showed an increase in local abundance in response to the refuge treatment. Overall population sizes have increased but the rate of increase increase in the study area is even greater and shooting restrictions are the most likely explanation for the observed effect.,NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas acuta,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,Pintail showed an increase in local abundance in response to the refuge treatment. Overall population sizes have been stable or decreased whilst increasing in the study area and shooting restrictions are the most likely explanation for the observed effect.,NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas clypeata,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,Shoveler showed an increase in local abundance in response to the refuge treatment. Overall population sizes have been stable or decreased whilst increasing in the study area and shooting restrictions are the most likely explanation for the observed effect.,NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Bucephela clanga,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,Goldeneye did not show a treatment effect of shooting restrictions on local abundance despite being a quarry species and numbers fluctuated through the study period. This may be due to Goldeneye occuring in deeper waters which are less affected by punt shooting.,NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Fulica atra,Rails,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,"At Nibe-Gjol, Coot did not show a treatment effect of shooting restrictions on local abundance despite being a quarry species. This may be due to the fact that coot is more resilient to disturbance than other quarry species, showing less vigorous behavioural responses.",NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Vanellus vanellus,Waders,No,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,Lapwing showed no treatment effect of refuge provision on local abundance. The local abundance increased in the study area but then dropped again and it is unclear if this is due to restrictions in shooting or an attraction to the area for other reasons.,NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Pluvialis apricaria,Waders,No,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,Golden Plover showed no treatment effect of refuge provision on local abundance. The local abundance increased in the study area but then dropped again and it is unclear if this is due to restrictions in shooting or an attraction to the area for other reasons.,NA,Yes,,,,,,,,
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Multiple,Multiple,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Comminity composition,Yes,Negative,NA,"In both areas, species richness increased following the provision of experimental refuges.",NA,Yes,,,,,,,,
D125,Liam,Can geese adjust their clocks? Effects of diurnal regulation of goose shooting,"Madsen, J.",2001,Wildlife Biology,Migration,Regional,Denmark,Europe,multi-species,Anser anser,Geese,Yes,NA,Wildfowling,Shooting,Behavioural,Movement,Yes,NA,NA,"Examined the effect of changes in shooting regulations, with shooting restricted to 1.5 hours prior to sunrise to 10 am, on the movement behaviour and habitat selection of autumn staging geese compared to baseline data from earlier studies. Where shooting intensity was low, greylag geese did not alter the timing of departure from roost, however at two sites with high shooting intensity, geese gradually delayed roost site departure over the years. Additionally, where shooting intensity was high, geese left on migration before the food resource were depleted whilst in the low intensity site they remained until the food was depleted.",NA,Yes,,,,,,,,
