Paper_ID,Assigned to,Title,Lead author,Year,Journal,Time of year,Spatial_scale,Country,Continent,Taxonomic scope,Species,Taxonomic_group,Quarry Species,Offtake_type,Hunting regime,Population_Model,Comparison,Demographic_impact,Demographic_data_used,Harvest_data_used,Hunting_characteristics,Hunting_Bias,Effect,Synopsis,Carry-over,Discussion_Cat,Effect_Synopsis,Demographic_Direction,Bias_Direction,Hunter_skill,Skill_consequence,Notes,Paper_Retained
M061,Izzy,Changes in survival rates of lesser snow geese with age and breeding status,"Francis, CM.",1992,Auk,NA,National,Canada,North America,single-species,Lesser Snow Goose,Geese,Yes,Direct harvest,recreational hunting,No,NA,Survival,CMR,Harvest rate,NA,Age bias,Negative,Surivial rates when taking into account age and breeding status. Found an effect of age on survival rates,No,Surv,Yes,None,"older, non-breeder less VU",NA,NA,no sig effect of shoot,Yes
M062,Izzy,Long-term changes in survival rates of lesser snow geese,"Francis, CM.",1992,Ecology,NA,National,Canada,North America,single-species,Lesser Snow Goose,Geese,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,Harvest rate,NA,NA,Positive,Survivial rates were positively impacted by reduced hunting mortaility.,No,Surv,Yes,Negative,increase hunting,NA,NA,increase hunting reduce survival,Yes
M063,Izzy,Effect of restrictive harvest regulations on survival and recovery rates of American black ducks,"Francis, CM.",1998,Journal of Wildlife Management,NA,National,USA,North America,single-species,American Black Duck,Duck,Yes,Direct harvest,recreational hunting,Yes,Season: Shooting vs non-shooting,Survival,CMR,Harvest rate,NA,NA,Positive,Survival rates increase with more restrictive hunting regulations,No,Surv,Yes,Negative,increase hunting,NA,NA,NA,Yes
M064,Aim<e9>e,The dynamics of hunted Icelandic goose populations: a reassessment of the evidence,"Frederiksen, M.",2004,Journal of Applied Ecology,Migration,National,Iceland,Europe,multi-species,Anser anser,Geese,Yes,Direct harvest,recreational hunting,Yes,Regional,NA,All,Harvest rate,NA,Age bias,Bias,juv survival less than adult (0.64 vs 0.83),No,Surv,Yes,Negative,Juv,NA,NA,NA,Yes
M064,Aim<e9>e,The dynamics of hunted Icelandic goose populations: a reassessment of the evidence,"Frederiksen, M.",2004,Journal of Applied Ecology,Migration,National,Britain,Europe,multi-species,Anser anser,Geese,Yes,Direct harvest,recreational hunting,Yes,Regional,All,All,Harvest rate,NA,Age bias,Bias,"iceland harvest 2.6x higher, 4.01x juv, greylag juv survival more linked to higher hunting pressure, harevst of greylag unsustainable for population",No,Surv,Yes,Negative,"Juv, Iceland",NA,NA,NA,Yes
M064,Aim<e9>e,The dynamics of hunted Icelandic goose populations: a reassessment of the evidence,"Frederiksen, M.",2004,Journal of Applied Ecology,Migration,National,Iceland,Europe,multi-species,Anser brachyrhynchus,Geese,Yes,Direct harvest,recreational hunting,Yes,Regional,All,All,Harvest rate,NA,Age bias,Bias,"adult survival 0.95 juv lower 0.78, variable slightly season to season (not shoot season)",No,Surv,Yes,None,Juv,NA,NA,NA,Yes
M064,Aim<e9>e,The dynamics of hunted Icelandic goose populations: a reassessment of the evidence,"Frederiksen, M.",2004,Journal of Applied Ecology,Migration,National,Britain,Europe,multi-species,Anser brachyrhynchus,Geese,Yes,Direct harvest,recreational hunting,Yes,Regional,All,All,Harvest rate,NA,Age bias,Bias,"bias in data (unclear which) may be due to lack of hunter reporting, huntin mortality higher in Iceland than GB (4.5x higher, 2.2x adult, 8.6x juv)",No,Mort,Yes,None,"Iceland, juv",NA,NA,NA,Yes
M065,Izzy,Seasonal survival of Greater Snow Geese and effect of hunting under dependence in sighting probability,"Gauthier, G.",2001,Ecology,NA,National,Canada,North America,single-species,Greater Snow Goose,Geese,No,Unobserved crippling loss,recreational hunting,No,Season: Shooting vs non-shooting,Survival,CMR,Unobserved harvest loss,NA,NA,Negative,Didn<U+0092>t find any evidence that migration or reproduction encures a survival cost. Hunting was an additive to natural mortaility.,No,Surv,Yes,Negative,hunting,NA,NA,NA,Yes
M066,Izzy,Composition of Eiders Harvested in Newfoundland,"Gilland, SG.",2009,Northeastern Naturalist,NA,Regional,Canada,North America,multi-species,Common Eider,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,CMR,Harvest rate,NA,NA,NA,Summarising the proportion of different characteristics of the harvest from the region,No,HR,Yes,NA,location differences,NA,NA,NA,Yes
M066,Izzy,Composition of Eiders Harvested in Newfoundland,"Gilland, SG.",2009,Northeastern Naturalist,NA,Regional,Canada,North America,multi-species,King Eider,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,CMR,Harvest rate,NA,NA,NA,Summarising the proportion of different characteristics of the harvest from the region,No,HR,Yes,NA,location differences,NA,NA,NA,Yes
M067,Izzy,"Survival and recovery of Mallards and Gadwalls banded in eastern Washington, 1981-1998","Giudice, JH.",2003,Journal of Field Ornithology,NA,Regional,USA,North America,multi-species,Mallard,Duck,No,Direct harvest,recreational hunting,Yes,NA,Survival,CMR,Harvest rate,NA,NA,Neutral,Found similar annual survival rates in Washington to in other North American Populations,No,Surv,Yes,None,location differences,NA,NA,surival similar in both areas despite hunting differences,Yes
M067,Izzy,"Survival and recovery of Mallards and Gadwalls banded in eastern Washington, 1981-1998","Giudice, JH.",2003,Journal of Field Ornithology,NA,Regional,USA,North America,multi-species,Gadwall,Duck,No,Direct harvest,recreational hunting,Yes,NA,Survival,CMR,Harvest rate,NA,NA,Neutral,Found similar annual survival rates in Washington to in other North American Populations,No,Surv,Yes,None,location differences,NA,NA,NA,Yes
M068,Izzy,"Harvest demographics of temperate-breeding Canada geese in South Dakota, 1967-1995","Gleason, JS.",2015,Human-Wildlife Interactions,Moult,Regional,USA,North America,single-species,Giant Canada Goose,Geese,No,Unobserved crippling loss,recreational hunting,Yes,NA,Survival,CMR,Unobserved harvest loss,NA,NA,NA,Looked at survival and recovery rates of the population but did not directly compare with hunting records.,No,Dat,Yes,NA,location differences,NA,NA,Useful to inform hunting policy but not directly using hunting data.,Yes
M069,Izzy,Citizen Science Based Monitoring of Greylag goose (Anser anser) in Bavaria (Germany): Combining Count Data and Bag Data to Estimate Long-Term Trends between 1988/89 and 2010/11,"Grauer, A.",2015,PLoS One,NA,Regional,Germany,Europe,single-species,Greylag Goose,Geese,Yes,Direct harvest,recreational hunting,No,NA,Abundance,CMR,Bag total,NA,NA,Positive,Population increase when comparing 88/89 to 10/11 but not looking at hunting directly.,No,Dat,Yes,NA,NA,NA,NA,NA,Yes
M070,Izzy,Mallard harvest distributions in the Mississippi and Central Flyways,"Green, AW.",2008,Journal of Wildlife Management,NA,Flyway,USA,North America,single-species,Mallard,Duck,Yes,Direct harvest,recreational hunting,No,Annual,Abundance,CMR,Harvest rate,NA,NA,Neutral,Found no evidence for changes in the harvest distributions of mallards.,No,HR,Yes,None,NA,NA,NA,NA,Yes
M071,Izzy,Evaluation of the Effects of September Hunting Seasons on Canada Geese in Nebraska,"Groepper, SR.",2012,Wildlife Society Bulletin,NA,Regional,Canada,North America,single-species,Canada Geese,Geese,Yes,Direct harvest,recreational hunting,Yes,Season: Shooting vs non-shooting,Survival,CMR,Harvest rate,NA,NA,Neutral,Found no effect of the septmeber hunting seaons on the survival rate.,No,Surv,Yes,None,hunting,NA,NA,NA,Yes
M072,Izzy,Is hunting nonintentionally selective? A test using game bird capture-dead recoveries,"Grzegorczyk, E.",2022,Ecology and Evolution,NA,Flyway,Multiple,Europe,multi-species,Mallard,Duck,No,Direct harvest,recreational hunting,No,NA,NA,CMR,Harvest rate,NA,NA,Neutral,Found no selection for morphological or physiological traits during hunting.,No,VU,Yes,None,body condition,NA,NA,NA,Yes
M072,Izzy,Is hunting nonintentionally selective? A test using game bird capture-dead recoveries,"Grzegorczyk, E.",2022,Ecology and Evolution,NA,Flyway,Multiple,Europe,multi-species,Eurasian Teal,Duck,No,Direct harvest,recreational hunting,No,NA,NA,CMR,Harvest rate,NA,NA,Neutral,Found no selection for morphological or physiological traits during hunting.,No,VU,Yes,None,body condition,NA,NA,NA,Yes
M072,Izzy,Is hunting nonintentionally selective? A test using game bird capture-dead recoveries,"Grzegorczyk, E.",2022,Ecology and Evolution,NA,Flyway,Multiple,Europe,multi-species,Tufted Duck,Duck,No,Direct harvest,recreational hunting,No,NA,NA,CMR,Harvest rate,NA,NA,Neutral,Found no selection for morphological or physiological traits during hunting.,No,VU,Yes,None,body condition,NA,NA,NA,Yes
M072,Izzy,Is hunting nonintentionally selective? A test using game bird capture-dead recoveries,"Grzegorczyk, E.",2022,Ecology and Evolution,NA,Flyway,Multiple,Europe,multi-species,Common Pochard,Duck,No,Direct harvest,recreational hunting,No,NA,NA,CMR,Harvest rate,NA,NA,Neutral,Found no selection for morphological or physiological traits during hunting.,No,VU,Yes,None,body condition,NA,NA,NA,Yes
M072,Izzy,Is hunting nonintentionally selective? A test using game bird capture-dead recoveries,"Grzegorczyk, E.",2022,Ecology and Evolution,NA,Flyway,Multiple,Europe,multi-species,Common Snipe,Waders,No,Direct harvest,recreational hunting,No,NA,NA,CMR,Harvest rate,NA,NA,Neutral,Found no selection for morphological or physiological traits during hunting.,No,VU,Yes,None,body condition,NA,NA,NA,Yes
M072,Izzy,Is hunting nonintentionally selective? A test using game bird capture-dead recoveries,"Grzegorczyk, E.",2022,Ecology and Evolution,NA,Flyway,Multiple,Europe,multi-species,Eurasian Coot,Rails,No,Direct harvest,recreational hunting,No,NA,NA,CMR,Harvest rate,NA,NA,Neutral,Found no selection for morphological or physiological traits during hunting.,No,VU,Yes,None,body condition,NA,NA,NA,Yes
M072,Izzy,Is hunting nonintentionally selective? A test using game bird capture-dead recoveries,"Grzegorczyk, E.",2022,Ecology and Evolution,NA,Flyway,Multiple,Europe,multi-species,Blackbird,NA,No,Direct harvest,recreational hunting,No,NA,NA,CMR,Harvest rate,NA,NA,Neutral,Found no selection for morphological or physiological traits during hunting.,No,VU,Yes,None,body condition,NA,NA,NA,Yes
M073,Aim<e9>e,Duck hunting bag estimates for the 2013/14 season in France,"Guillemain, M.",2016,Wildfowl,Overwinter,National,France,Europe,multi-species,NA,Duck,Yes,Direct harvest,recreational hunting,No,Annual,NA,NA,Bag total,NA,NA,NA,"diving duck bag size estimate smaller than dabbling duck, mallard harvest similar across years, other ducks increased",No,Hest,NA,NA,NA,NA,NA,NA,Yes
M074,Izzy,How many juvenile Teal Anas crecca reach the wintering grounds? Flyway-scale survival rate inferred from wing age-ratios,"Guillemain, M.",2010,Journal of Ornithology,NA,Flyway,Multiple,Europe,single-species,Teal,Duck,Yes,Direct harvest,recreational hunting,Yes,NA,Survival,Juv count,Harvest rate,NA,NA,Negative,"Juvenile proportions killed decreased along the flyway, likely due to hunting.",No,VU,Yes,NA,juveniles,NA,NA,NA,Yes
M075,Izzy,Autumn survival inferred from wing age ratios: Wigeon juvenile survival half that of adults at best?,"Guillemain, M.",2013,Journal of Ornithology,NA,Flyway,Multiple,Europe,single-species,Wigeon,Duck,Yes,Direct harvest,recreational hunting,Yes,NA,Survival,Juv count,Harvest rate,NA,NA,Negative,"Juvenile proportions killed decreased along the flyway, likely due to hunting.",No,VU,Yes,NA,juveniles,NA,NA,NA,Yes
M076,Izzy,Demographic heterogeneity among individuals can explain the discrepancy between capture-mark-recapture and waterfowl count results,"Guillemain, M.",2014,Condor,NA,Regional,France,Europe,single-species,Green-winged Teal,Duck,No,Direct harvest,recreational hunting,Yes,NA,Survival,CMR,Harvest rate,NA,NA,NA,Comparing homegenous models to heterogenous and found heterogenous out performed homeogenous and ha da higher survivial rate.,No,Dat,NA,NA,model type,NA,NA,NA,Yes
M077,Izzy,"Survival estimates, mortality patterns, and population growth of Fennoscandian mallards Anas platyrhynchos","Gunnarsson, G.",2008,Annales Zoologici Fennici,NA,Flyway,Multiple,Europe,single-species,Fennoscandian mallards,Duck,Yes,Direct harvest,recreational hunting,Yes,NA,Survival,CMR,Harvest rate,NA,Sex bias,Negative,More males than females were shot. Preadtion was the most common cause of mortality.,No,VU,Yes,NA,Male,NA,NA,NA,Yes
M078,Izzy,Survival and hunting mortality of Pacific black ducks and gray teal,"Halse, SA.",1993,Journal of Wildlife Management,NA,Regional,Australia,Australasia,multi-species,Pacific black ducks,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,Harvest rate,NA,NA,Neutral,No evidence of hunting reducing survival rates,No,Surv,Yes,None,hunting,NA,NA,NA,Yes
M078,Izzy,Survival and hunting mortality of Pacific black ducks and gray teal,"Halse, SA.",1993,Journal of Wildlife Management,NA,Regional,Australia,Australasia,multi-species,Grey Teal,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,Harvest rate,NA,NA,Neutral,No evidence of hunting reducing survival rates,No,Surv,Yes,None,hunting,NA,NA,NA,Yes
M079,Izzy,Survival of hatching-year female canvasbacks wintering on Chesapeake Bay,"Haramis, GM.",1993,Journal of Wildlife Management,NA,Regional,USA,North America,single-species,Canvasback,Duck,Yes,illegal shooting,illegal,Yes,Site: Shooting vs non-shooting,Survival,CMR,NA,NA,Age bias,Negative,Illegal hunting was the largest source of mortality for hatching year females.,No,Mort,Yes,NA,illegal hunting,NA,NA,think this should come out if its hatching year females but can't get paper to load on bus,Yes
M082,Izzy,Duck Species Co-occurrence in Hunter Daily Bags,Haugen MT.,2015,Wildlife Society Bulletin,NA,Flyway,USA,North America,multi-species,American green-winged teal,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,NA,Bag total,NA,NA,Bias,Found a range of co-occurance patterns of species commonly or rarely harvested together.,No,Dat,Yes,NA,hunter return/location differences,NA,NA,hunter returns and number returns,Yes
M082,Izzy,Duck Species Co-occurrence in Hunter Daily Bags,Haugen MT.,2015,Wildlife Society Bulletin,NA,Flyway,USA,North America,multi-species,American wigeon,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,NA,Bag total,NA,NA,Bias,Found a range of co-occurance patterns of species commonly or rarely harvested together.,No,Dat,Yes,NA,hunter return/location differences,NA,NA,NA,Yes
M082,Izzy,Duck Species Co-occurrence in Hunter Daily Bags,Haugen MT.,2015,Wildlife Society Bulletin,NA,Flyway,USA,North America,multi-species,Blue-winged teal,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,NA,Bag total,NA,NA,Bias,Found a range of co-occurance patterns of species commonly or rarely harvested together.,No,Dat,Yes,NA,hunter return/location differences,NA,NA,NA,Yes
M082,Izzy,Duck Species Co-occurrence in Hunter Daily Bags,Haugen MT.,2015,Wildlife Society Bulletin,NA,Flyway,USA,North America,multi-species,Gadwall,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,NA,Bag total,NA,NA,Bias,Found a range of co-occurance patterns of species commonly or rarely harvested together.,No,Dat,Yes,NA,hunter return/location differences,NA,NA,NA,Yes
M082,Izzy,Duck Species Co-occurrence in Hunter Daily Bags,Haugen MT.,2015,Wildlife Society Bulletin,NA,Flyway,USA,North America,multi-species,Mallard,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,NA,Bag total,NA,NA,Bias,Found a range of co-occurance patterns of species commonly or rarely harvested together.,No,Dat,Yes,NA,hunter return/location differences,NA,NA,NA,Yes
M082,Izzy,Duck Species Co-occurrence in Hunter Daily Bags,Haugen MT.,2015,Wildlife Society Bulletin,NA,Flyway,USA,North America,multi-species,Northern Pintail,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,NA,Bag total,NA,NA,Bias,Found a range of co-occurance patterns of species commonly or rarely harvested together.,No,Dat,Yes,NA,hunter return/location differences,NA,NA,NA,Yes
M082,Izzy,Duck Species Co-occurrence in Hunter Daily Bags,Haugen MT.,2015,Wildlife Society Bulletin,NA,Flyway,USA,North America,multi-species,Northern Shoveler,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,NA,Bag total,NA,NA,Bias,Found a range of co-occurance patterns of species commonly or rarely harvested together.,No,Dat,Yes,NA,hunter return/location differences,NA,NA,NA,Yes
M082,Izzy,Duck Species Co-occurrence in Hunter Daily Bags,Haugen MT.,2015,Wildlife Society Bulletin,NA,Flyway,USA,North America,multi-species,Wood duck,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,NA,Bag total,NA,NA,Bias,Found a range of co-occurance patterns of species commonly or rarely harvested together.,No,Dat,Yes,NA,hunter return/location differences,NA,NA,NA,Yes
M082,Izzy,Duck Species Co-occurrence in Hunter Daily Bags,Haugen MT.,2015,Wildlife Society Bulletin,NA,Flyway,USA,North America,multi-species,Canvasback,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,NA,Bag total,NA,NA,Bias,Found a range of co-occurance patterns of species commonly or rarely harvested together.,No,Dat,Yes,NA,hunter return/location differences,NA,NA,NA,Yes
M082,Izzy,Duck Species Co-occurrence in Hunter Daily Bags,Haugen MT.,2015,Wildlife Society Bulletin,NA,Flyway,USA,North America,multi-species,Redhead,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,NA,Bag total,NA,NA,Bias,Found a range of co-occurance patterns of species commonly or rarely harvested together.,No,Dat,Yes,NA,hunter return/location differences,NA,NA,NA,Yes
M082,Izzy,Duck Species Co-occurrence in Hunter Daily Bags,Haugen MT.,2015,Wildlife Society Bulletin,NA,Flyway,USA,North America,multi-species,Ring-necked duck,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,NA,Bag total,NA,NA,Bias,Found a range of co-occurance patterns of species commonly or rarely harvested together.,No,Dat,Yes,NA,hunter return/location differences,NA,NA,NA,Yes
M082,Izzy,Duck Species Co-occurrence in Hunter Daily Bags,Haugen MT.,2015,Wildlife Society Bulletin,NA,Flyway,USA,North America,multi-species,Scaup,Duck,Yes,Direct harvest,recreational hunting,No,NA,Abundance,NA,Bag total,NA,NA,Bias,Found a range of co-occurance patterns of species commonly or rarely harvested together.,No,Dat,Yes,NA,hunter return/location differences,NA,NA,Lesser and Great scaup combined,Yes
M085,Izzy,Survival of Canada geese banded in winter in the Atlantic flyway,"Hestbeck, JB.",1994,Journal of Wildlife Management,Overwinter,Flyway,USA,North America,single-species,Canada Geese,Geese,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,Population count,Harvest rate,NA,NA,Negative,Period of higher  harvest rate corresponded to lower survival rates and population decline; the period of lower average harvest rate corresponded to higher survival rates and popu,No,Abun,Yes,Negative,hunting,NA,NA,NA,Yes
M085,Izzy,Survival of Canada geese banded in winter in the Atlantic flyway,"Hestbeck, JB.",1994,Journal of Wildlife Management,Overwinter,Flyway,USA,North America,single-species,Canada Geese,Geese,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,Population count,Harvest rate,NA,NA,Negative,Period of higher  harvest rate corresponded to lower survival rates and population decline; the period of lower average harvest rate corresponded to higher survival rates and popu,No,Surv,Yes,Negative,hunting,NA,NA,NA,Yes
M086,Izzy,Distribution of wood duck harvest in the Atlantic and Mississippi Flyways in relation to hunting season length,"Heusmann, HW.",2002,Wildlife Society Bulletin,NA,Flyway,USA,North America,single-species,Wood duck,Duck,Yes,Direct harvest,recreational hunting,No,NA,NA,CMR,Harvest rate,Shoot duration,NA,Negative,Longer hunting season has resulted in redistribution of the harvest of wood ducks within Atlantic and Missisisspli flyways.,No,HR,Yes,NA,location differences,NA,NA,NA,Yes
M087,Izzy,The incidence of embedded shot in waterfowl in Atlantic Canada and Hudson strait,"Hicklin, PW.",2004,Waterbirds,NA,National,Canada,North America,multi-species,Canada Geese,Geese,Yes,Direct harvest,recreational hunting,No,NA,NA,CMR,NA,NA,NA,Negative,"Of 1,624 birds examined, 25% carried embedded shotgun pellets. Second highest species containing pellets.",No,OtherFit,Yes,NA,crippling rate,NA,NA,This study not directly looking at effect of hunting just on amount of lead pellets in live birds.,Yes
M087,Izzy,The incidence of embedded shot in waterfowl in Atlantic Canada and Hudson strait,"Hicklin, PW.",2004,Waterbirds,NA,National,Canada,North America,multi-species,American Black Duck,Duck,Yes,Direct harvest,recreational hunting,No,NA,NA,CMR,NA,NA,NA,Negative,"Of 1,624 birds examined, 25% carried embedded shotgun pellets.",No,OtherFit,Yes,NA,crippling rate,NA,NA,NA,Yes
M087,Izzy,The incidence of embedded shot in waterfowl in Atlantic Canada and Hudson strait,"Hicklin, PW.",2004,Waterbirds,NA,National,Canada,North America,multi-species,Mallard,Duck,Yes,Direct harvest,recreational hunting,No,NA,NA,CMR,NA,NA,NA,Negative,"Of 1,624 birds examined, 25% carried embedded shotgun pellets.",No,OtherFit,Yes,NA,crippling rate,NA,NA,NA,Yes
M087,Izzy,The incidence of embedded shot in waterfowl in Atlantic Canada and Hudson strait,"Hicklin, PW.",2004,Waterbirds,NA,National,Canada,North America,multi-species,Common Eider,Duck,Yes,Direct harvest,recreational hunting,No,NA,NA,CMR,NA,NA,NA,Negative,"Of 1,624 birds examined, 25% carried embedded shotgun pellets.Highest proportion of birds carrying pellets in eider.",No,OtherFit,Yes,NA,crippling rate,NA,NA,NA,Yes
M088,Izzy,Influence of body size and condition on harvest and survival of juvenile Canada geese,"Hill, MRJ.",2003,Journal of Wildlife Management,NA,Site,Canada,North America,single-species,Canada Geese,Geese,Yes,Direct harvest,recreational hunting,No,NA,Survival,Juv count,Bag total,NA,NA,Positive,Increase in juvenile size and condition increases their chance of being shot.,No,VU,Yes,Negative,"juvs, smaller body size and poor condition",NA,NA,NA,Yes
M088,Izzy,Influence of body size and condition on harvest and survival of juvenile Canada geese,"Hill, MRJ.",2003,Journal of Wildlife Management,NA,Site,Canada,North America,single-species,Canada Geese,Geese,Yes,Direct harvest,recreational hunting,No,NA,Survival,Juv count,Bag total,NA,NA,Positive,Increase in juvenile size and condition increases their chance of being shot.,No,surv,Yes,Negative,"juvs, smaller body size and poor condition",NA,NA,NA,Yes
M090,Izzy,Survival of Barrow's goldeneyes during remigial molt and fall staging,"Hogan, D.",2013,Journal of Wildlife Management,Moult,Site,Canada,North America,single-species,Barrow's Goldeneye,Duck,Yes,Direct harvest,recreational hunting,Yes,NA,Survival,CMR,Bag total,NA,NA,Negative,Half of fall staging mortalities were directly attributed to hunting.,No,Mort,Yes,NA,hunting cause,NA,NA,NA,Yes
M091,Izzy,Can hunting of translocated nuisance Canada geese reduce local conflicts?,"Holevinksi, RA.",2006,Wildlife Society Bulletin,NA,Site,USA,North America,single-species,Canada Geese,Geese,Yes,Direct harvest,recreational hunting,No,NA,Survival,CMR,Harvest rate,NA,NA,Negative,Relocation increased the gooses suseptability to hunting.,No,VU,Yes,NA,translocation,NA,NA,NA,Yes
M092,Izzy,Effects of a Danish action plan on reducing shotgun wounding of Common Eider Somateria mollissima,"Holm, TE.",2013,Bird Study,NA,Regional,Denmark,Europe,single-species,Common eider,Duck,Yes,Direct harvest,recreational hunting,No,NA,NA,NA,Unobserved harvest loss,NA,NA,Positive,Positive effect of implementing an action plan to reduce wounding.,No,OtherFit,Yes,NA,mitigation for crippling,NA,crippling,Study looking at the effeicacy of implementing a policy to reduce wounding but does'nt seem directly looking into hunting,Yes
M093,Izzy,Incidence of embedded shotgun pellets and inferred hunting kill amongst Russian/Baltic barnacle geese Branta leucopsis,"Holm, TE.",2013,European Journal of Wildlife Research,NA,National,Denmark,Europe,single-species,Barnacle geese,Geese,Yes,Direct harvest,recreational hunting,No,NA,NA,CMR,NA,NA,NA,Negative,"An extrapolation to the entire population of c. 770,000 individuals indicates that 96,000 barnacle geese carry embedded pellets.",No,OtherFit,Yes,NA,crippling rate,NA,crippling,Study looking at rates of pellets in live birds rather than hunting rates.,Yes
M094,Izzy,"Associations between duck harvest, hunting wing ratios and measures of reproductive output in Northern Europe","Holopainen, S.",2018,European Journal of Wildlife Research,NA,National,Finland,Europe,multi-species,Common Teal,Duck,Yes,Direct harvest,recreational hunting,Yes,NA,Productivity,Juv count,Harvest rate,NA,NA,Neutral,"Teal and wigeon have much longer, more complex flyways, and their harvest did not mirror the annual production of young, although the wigeon harvest in Denmark increased with increasing juvenile ratio there.",No,VU,Yes,NA,juveniles,NA,NA,NA,Yes
M094,Izzy,"Associations between duck harvest, hunting wing ratios and measures of reproductive output in Northern Europe","Holopainen, S.",2018,European Journal of Wildlife Research,NA,National,Finland,Europe,multi-species,Eurasian Wigeon,Duck,Yes,Direct harvest,recreational hunting,Yes,NA,Productivity,Juv count,Harvest rate,NA,NA,Neutral,"Teal and wigeon have much longer, more complex flyways, and their harvest did not mirror the annual production of young, although the wigeon harvest in Denmark increased with increasing juvenile ratio there.",No,VU,Yes,NA,juveniles,NA,NA,NA,Yes
M094,Izzy,"Associations between duck harvest, hunting wing ratios and measures of reproductive output in Northern Europe","Holopainen, S.",2018,European Journal of Wildlife Research,NA,National,Finland,Europe,multi-species,Common goldeneye,Duck,Yes,Direct harvest,recreational hunting,Yes,NA,Productivity,Juv count,Harvest rate,NA,NA,Positive,"Data showed that the annual harvest of goldeneye in Finland was positively correlated with reproductive output, a desirable basis for applying the annual harvest of goldeneye in Finland was positively correlated with reproductive output, a desirable basis for applying sustainable management to this species.",No,VU,Yes,NA,juveniles,NA,NA,NA,Yes
M095,Izzy,Age and Breeding Stage-Related Variation in the Survival and Harvest of Temperate-Breeding Canada Geese in Ontario,"Iverson, SA.",2014,Journal of Wildlife Management,Breeding (carry-over),Regional,USA,North America,single-species,Canada Geese,Geese,Yes,Direct harvest,recreational hunting,Yes,NA,Survival,Population count,Harvest rate,NA,NA,Neutral,Current harvest levels are insufficient to halt population growth.,No,Abun,Yes,None,harvest rate not effect abun,NA,NA,NA,Yes
M096,Izzy,Effect of Weekly Hunting Frequency on Rate of Ducks Harvested,"James, EAS.",2015,Journal of Fish and Wildlife Management,NA,Regional,USA,North America,multi-species,Mallard,Duck,Yes,Direct harvest,recreational hunting,No,Annual,NA,NA,Harvest rate,Shooting frequency,NA,Neutral,There was no effect of different experimental hunting frequencies,No,Abun,Yes,None,hunting frequency,NA,NA,NA,Yes
M096,Izzy,Effect of Weekly Hunting Frequency on Rate of Ducks Harvested,"James, EAS.",2015,Journal of Fish and Wildlife Management,NA,Regional,USA,North America,multi-species,Northern Shoveler,Duck,Yes,Direct harvest,recreational hunting,No,Annual,NA,NA,Harvest rate,Shooting frequency,NA,Neutral,There was no effect of different experimental hunting frequencies,No,Abun,Yes,None,hunting frequency,NA,NA,NA,Yes
M096,Izzy,Effect of Weekly Hunting Frequency on Rate of Ducks Harvested,"James, EAS.",2015,Journal of Fish and Wildlife Management,NA,Regional,USA,North America,multi-species,Green-winged Teal,Duck,Yes,Direct harvest,recreational hunting,No,Annual,NA,NA,Harvest rate,Shooting frequency,NA,Neutral,There was no effect of different experimental hunting frequencies,No,Abun,Yes,None,hunting frequency,NA,NA,NA,Yes
M097,Izzy,Analysis of harvest and effort data for wild populations in fluctuating environments,Jensen AL.,2002,Ecological Modelling,NA,Flyway,USA,North America,multi-species,Mallard,Duck,Yes,Direct harvest,recreational hunting,Yes,NA,Abundance,NA,Harvest rate,NA,NA,Neutral,Overharvesting not a current problem.,No,Abun,Yes,None,NA,NA,NA,NA,Yes
M097,Izzy,Analysis of harvest and effort data for wild populations in fluctuating environments,Jensen AL.,2002,Ecological Modelling,NA,Flyway,USA,North America,multi-species,Lesser Scaup Duck,Duck,Yes,Direct harvest,recreational hunting,Yes,NA,Abundance,NA,Harvest rate,NA,NA,Neutral,Overharvesting not a current problem.,No,Abun,Yes,None,NA,NA,NA,NA,Yes
M098,Izzy,"Relationship of body condition to survival of mallards in San-Luis Valley, Colorado","Jeske, CW.",1994,Journal of Wildlife Management,NA,Regional,USA,North America,single-species,Mallard,Duck,Yes,Direct harvest,recreational hunting,No,NA,Survival,CMR,Bag total,NA,Body condition,Neutral,"No effect of condition on status, either disease mortality or hunt.",No,VU,Yes,None,body codition,NA,NA,NA,Yes
